question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,r1,r2,s,ground_truth
3da2827c-0032-43b1-9a47-311b04d3bdb5,6.906097,3.8354604,1.2512708,4.125019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5651893,0.18588918,0.12268247,0.18588918,6.6098814,3.6973531,1.1475378,4.0043716,0.7777778,0,0.6931471805599453,14.081167,4
3da2827c-0032-43b1-9a47-311b04d3bdb5,4.9100375,0.7278148,0.20847933,0.9025929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66264826,0.30038422,0.12985359,0.35498467,4.3175073,0.30803967,0.04519039,0.39118004,0.6666667,1,0.4054651081081644,9.890193,0
3da2827c-0032-43b1-9a47-311b04d3bdb5,4.6170917,2.2356303,0.4636074,2.367042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.384527,0.7867126,0.16667272,0.7867126,3.6722581,1.2652788,0.17263533,1.2652788,0.5555556,2,0.2876820724517809,9.673877,4
3da2827c-0032-43b1-9a47-311b04d3bdb5,3.986318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46018606,0.0,0.0,0.0,3.9546618,0.0,0.0,0.0,0.5555556,3,0.22314355131420976,8.401166,2
3da2827c-0032-43b1-9a47-311b04d3bdb5,3.9752536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2648367,0.0,0.0,0.0,3.928988,0.0,0.0,0.0,0.33333334,4,0.18232155679395462,8.169078,0
3da2827c-0032-43b1-9a47-311b04d3bdb5,3.590536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8657896,0.0,0.0,0.0,3.4377975,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,7.894123,3
3da2827c-0032-43b1-9a47-311b04d3bdb5,2.9730237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3734353,0.0,0.0,0.0,2.6910129,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,7.037472,0
3da2827c-0032-43b1-9a47-311b04d3bdb5,3.4487119,0.8870375,0.0,0.8870375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5683422,0.9214878,0.0,0.9214878,0.6666667,7,0.11778303565638346,7.017054,1
3da2827c-0032-43b1-9a47-311b04d3bdb5,3.2557158,0.0,0.00719057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5961242,0.0,0.03826776,0.0,2.691106,0.0,0.0,0.0,0.44444445,8,0.1053605156578263,6.542946,0
3da2827c-0032-43b1-9a47-311b04d3bdb5,2.9641871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8589441,0.0,0.0,0.0,2.6906884,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,6.5138197,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,11.282657,8.126249,4.886059,8.126249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5918145,2.7843428,1.5744376,2.7843428,9.579102,6.0991783,3.3263857,6.0991783,0.3888889,0,0.6931471805599453,24.453573,2
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,10.654238,8.893368,4.7702,8.893368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.551288,2.7578292,1.3119136,2.7578292,9.206509,7.1393223,3.7950296,7.1393223,0.33333334,1,0.4054651081081644,23.412035,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,9.628747,1.489716,1.0976338,2.0152586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1940064,0.0,0.0,0.0,9.305891,1.5883677,1.1710026,2.1268516,0.44444445,2,0.2876820724517809,20.128645,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,7.7093935,2.846795,0.0,2.8947582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0379978,0.6069199,0.0,0.6069199,7.4835854,2.614448,0.0,2.669762,0.33333334,3,0.22314355131420976,16.230976,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,6.545781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018431928,0.0,0.0,0.0,6.4747305,0.0,0.0,0.0,0.2777778,4,0.18232155679395462,13.038943,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,5.701175,1.0715098,0.0,1.0715098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6521056,0.31125867,0.0,0.31125867,4.9356623,0.73714167,0.0,0.73714167,0.2777778,5,0.1541506798272583,12.288943,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,5.3358974,2.2173567,0.19245121,2.2173567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6661185,0.5915607,0.0,0.5915607,4.799168,1.9273716,0.24453321,1.9273716,0.16666667,6,0.13353139262452263,11.801184,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,5.7283335,2.4870188,1.3536093,2.6753662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01937234,0.0,0.0,0.0,5.9817677,2.643259,1.4837143,2.8640695,0.33333334,7,0.11778303565638346,11.729473,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,5.077269,0.19245121,0.19245121,0.70671475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6606894,0.0,0.0,0.18340237,4.202829,0.2028243,0.2028243,0.46620268,0.2777778,8,0.1053605156578263,10.940787,0
f63d08a3-9cb1-4371-a4f9-5bb3bd771d25,5.440903,1.1027555,0.18834731,1.3256577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.480377,1.106312,0.19740282,1.3331517,0.3888889,9,0.09531017980432487,10.92128,0
f7ceb6fb-6baf-435f-867c-c351a558de05,17.066225,12.813537,9.002568,14.294099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3882647,4.5731306,2.5662441,4.5731306,14.789823,10.711449,5.909438,11.437507,0.6923077,0,0.6931471805599453,38.244312,0
f7ceb6fb-6baf-435f-867c-c351a558de05,11.471096,0.0,0.0,1.5132122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166309,0.0,0.0,0.0,11.364797,0.058976293,0.0,1.668116,0.30769232,1,0.4054651081081644,23.252523,0
f7ceb6fb-6baf-435f-867c-c351a558de05,9.671132,0.8179074,1.7038887,0.8179074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9376662,0.0,0.0,0.0,9.048565,0.880432,1.684169,0.880432,0.3846154,2,0.2876820724517809,20.657364,0
f7ceb6fb-6baf-435f-867c-c351a558de05,8.977948,2.3647983,2.491105,2.5625696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6212838,0.7174969,0.18411902,0.7174969,7.4621058,1.6132753,2.2984908,1.8126476,0.53846157,3,0.22314355131420976,18.061338,2
f7ceb6fb-6baf-435f-867c-c351a558de05,8.808525,2.6131985,1.7029164,2.7935672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4261942,0.65541875,0.18411902,0.65541875,7.752988,1.9234488,1.5119774,2.1058197,0.4615385,4,0.18232155679395462,17.987707,2
f7ceb6fb-6baf-435f-867c-c351a558de05,8.652177,0.0,0.5826919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.382654,0.0,0.54046077,0.0,0.4615385,5,0.1541506798272583,17.034832,0
f7ceb6fb-6baf-435f-867c-c351a558de05,7.2876787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1507206,0.024461348,0.0,0.024461348,6.2573395,0.0,0.0,0.0,0.53846157,6,0.13353139262452263,15.695739,0
f7ceb6fb-6baf-435f-867c-c351a558de05,7.452524,0.22277442,0.88015455,0.22277442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10619676,0.0,0.0,0.0,7.1738772,0.20672745,0.90159225,0.20672745,0.53846157,7,0.11778303565638346,14.732598,0
f7ceb6fb-6baf-435f-867c-c351a558de05,7.46525,1.5885097,0.25789565,1.9153615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09388913,0.0,0.0,0.0,7.0141377,1.5180879,0.24454054,1.8187914,0.61538464,8,0.1053605156578263,14.5732765,0
f7ceb6fb-6baf-435f-867c-c351a558de05,6.8961186,0.9792,0.0,1.1160128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99733067,0.31282288,0.0,0.31282288,6.3684783,0.73562884,0.0,0.8809645,0.3846154,9,0.09531017980432487,14.261928,0
cda29207-30c3-452a-bf9f-625abf6b20a8,7.009319,0.7138481,0.0,0.7138481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7312837,0.16871351,0.0,0.16871351,5.967742,0.6166215,0.0,0.6166215,0.25,0,0.6931471805599453,15.708344,0
cda29207-30c3-452a-bf9f-625abf6b20a8,6.3848543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.217325,0.0,0.0,0.0,5.6706104,0.0,0.0,0.0,0.33333334,1,0.4054651081081644,15.27279,0
cda29207-30c3-452a-bf9f-625abf6b20a8,5.838519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3995795,0.0,0.0,0.0,0.4166667,2,0.2876820724517809,12.238098,0
cda29207-30c3-452a-bf9f-625abf6b20a8,5.5801053,0.51682293,0.0,0.9294416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05309838,0.0,0.0,0.0,5.8105516,0.49319774,0.0,0.9965631,0.5,3,0.22314355131420976,11.443755,0
cda29207-30c3-452a-bf9f-625abf6b20a8,5.3291807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56795,0.0,0.0,0.0,0.4166667,4,0.18232155679395462,10.897131,0
cda29207-30c3-452a-bf9f-625abf6b20a8,6.408003,0.4896,0.04652398,0.5580064,1.5524687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54130834,0.15641144,0.039049678,0.15641144,2.323413,0.36781442,0.021652205,0.44048226,0.5833334,5,0.1541506798272583,10.825192,0
cda29207-30c3-452a-bf9f-625abf6b20a8,4.7919436,0.55789524,0.0,0.6178843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3524438,0.0034797927,0.0,0.0034797927,4.2767076,0.53320366,0.0,0.5916695,0.75,6,0.13353139262452263,9.421095,4
cda29207-30c3-452a-bf9f-625abf6b20a8,4.3499656,0.0,0.0,0.64077556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.747559,0.0,0.0,0.7642706,0.25,7,0.11778303565638346,9.097525,0
cda29207-30c3-452a-bf9f-625abf6b20a8,4.284433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6398516,0.0,0.0,0.0,0.16666667,8,0.1053605156578263,8.924284,0
cda29207-30c3-452a-bf9f-625abf6b20a8,4.0117497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4253836,0.0,0.0,0.0,0.083333336,9,0.09531017980432487,8.437134,0
48534dc0-6c03-45f7-9835-9023bb5142af,3.9424508,2.1629775,0.82592005,2.1629775,0.36402884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7902228,0.43868074,0.1509178,0.4419012,3.226473,1.857465,0.61421525,1.857465,0.8571429,0,0.6931471805599453,8.323175,3
48534dc0-6c03-45f7-9835-9023bb5142af,3.2565017,1.5822016,1.133606,1.5934174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7902228,0.4683653,0.30120704,0.4683653,2.8424258,0.97491676,0.6916145,0.9873307,0.5714286,1,0.4054651081081644,6.88915,3
48534dc0-6c03-45f7-9835-9023bb5142af,3.3324234,1.3570788,0.6487277,1.3570788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13257068,0.052467734,0.0,0.052467734,3.2785783,1.3380058,0.25766453,1.3380058,0.5714286,2,0.2876820724517809,6.743572,0
48534dc0-6c03-45f7-9835-9023bb5142af,2.952949,1.3232821,0.27917892,1.3232821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66022015,0.37476802,0.0,0.37476802,2.9454284,1.0540171,0.35051724,1.0540171,0.5714286,3,0.22314355131420976,6.5585976,0
48534dc0-6c03-45f7-9835-9023bb5142af,3.1246364,0.33707044,0.12770906,0.4647795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15407918,0.052467734,0.003494346,0.06062855,3.1506605,0.32033065,0.17147793,0.4918086,0.8571429,4,0.18232155679395462,6.429376,0
48534dc0-6c03-45f7-9835-9023bb5142af,3.0337305,1.7172253,1.2348101,1.7172253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79645365,0.4538872,0.23358193,0.4538872,2.5463715,1.1957328,0.9844495,1.1957328,0.5714286,5,0.1541506798272583,6.3765554,3
48534dc0-6c03-45f7-9835-9023bb5142af,2.6651561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5998645,0.0,0.0,0.0,2.5637543,0.0,0.0,0.0,0.14285715,6,0.13353139262452263,5.828775,0
48534dc0-6c03-45f7-9835-9023bb5142af,2.623222,0.021353483,0.0,0.021353483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6490684,0.0,0.0,0.0,2.460866,0.029800627,0.0,0.029800627,0.42857146,7,0.11778303565638346,5.7331567,0
48534dc0-6c03-45f7-9835-9023bb5142af,2.4282465,0.78530777,0.0,0.78530777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6437806,0.0,0.0,0.0,2.286824,0.8799751,0.0,0.8799751,0.2857143,8,0.1053605156578263,5.358851,0
48534dc0-6c03-45f7-9835-9023bb5142af,2.3486273,0.8648079,0.0,0.8648079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655367,0.0,0.0,0.0,2.0457168,0.92721367,0.0,0.92721367,0.2857143,9,0.09531017980432487,5.049711,0
f36c15a4-ebbe-47b2-aede-333a435a4852,8.17575,4.6082296,1.2168185,5.0343375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7006867,0.38372195,0.0,0.38372195,7.7107964,4.1401596,1.1265923,4.573801,0.54545456,0,0.6931471805599453,16.587233,0
f36c15a4-ebbe-47b2-aede-333a435a4852,6.4629893,2.73659,1.263881,2.9599948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4796013,0.8796769,0.26033837,0.8796769,5.674129,2.051646,1.0248137,2.3166745,0.54545456,1,0.4054651081081644,13.616719,2
f36c15a4-ebbe-47b2-aede-333a435a4852,5.585101,1.8037326,0.0,1.8037326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9957864,0.36569184,0.0,0.36569184,4.8733015,1.4487588,0.0,1.4487588,0.36363637,2,0.2876820724517809,12.454189,0
f36c15a4-ebbe-47b2-aede-333a435a4852,4.773833,1.4325504,0.048381757,1.4398696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4100285,1.8056992,0.14785156,1.8056992,3.7485309,0.6414476,0.0,0.6414476,0.36363637,3,0.22314355131420976,10.932392,0
f36c15a4-ebbe-47b2-aede-333a435a4852,4.867316,2.195141,0.0,2.195141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7233281,0.40585664,0.0,0.40585664,3.9858131,1.923671,0.0,1.923671,0.27272728,4,0.18232155679395462,10.576457,0
f36c15a4-ebbe-47b2-aede-333a435a4852,4.9327965,2.2126276,0.53466934,2.2788537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1766272,0.0,0.0,0.0,4.9194903,2.3046129,0.63716435,2.3706834,0.36363637,5,0.1541506798272583,10.028914,0
f36c15a4-ebbe-47b2-aede-333a435a4852,4.8124146,0.6171162,0.0,0.6171162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5083415,0.17624776,0.0,0.17624776,4.377396,0.37529305,0.0,0.37529305,0.36363637,6,0.13353139262452263,9.698153,0
f36c15a4-ebbe-47b2-aede-333a435a4852,4.1874094,2.0008957,0.0,2.0008957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87579656,0.37799945,0.0,0.37799945,3.8503973,1.809401,0.0,1.809401,0.36363637,7,0.11778303565638346,8.913603,0
f36c15a4-ebbe-47b2-aede-333a435a4852,4.1874094,2.0008957,0.0,2.0008957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87579656,0.37799945,0.0,0.37799945,3.8503973,1.809401,0.0,1.809401,0.36363637,8,0.1053605156578263,8.913603,0
f36c15a4-ebbe-47b2-aede-333a435a4852,4.0861697,1.2865193,0.0,1.2865193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87579656,0.37799945,0.0,0.37799945,3.3441386,0.762411,0.0,0.762411,0.45454547,9,0.09531017980432487,8.306105,0
62c7e1d3-d006-4c6b-831c-5be55199e943,7.583685,8.210345,3.7380197,8.210345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.420951,2.420724,1.1572315,2.420724,6.644547,7.039189,2.857124,7.039189,0.6363636,0,0.6931471805599453,16.649183,0
62c7e1d3-d006-4c6b-831c-5be55199e943,4.3658056,0.9535168,0.0,0.9535168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2564006,0.97414386,0.0,0.97414386,0.45454547,1,0.4054651081081644,8.622206,0
62c7e1d3-d006-4c6b-831c-5be55199e943,4.3269277,2.0830696,0.0,2.0830696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15487406,0.0,0.0,0.0,4.1275263,2.1056828,0.0,2.1056828,0.36363637,2,0.2876820724517809,8.609328,0
62c7e1d3-d006-4c6b-831c-5be55199e943,3.6632788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.324643,0.0,0.0,0.0,3.4355361,0.0,0.0,0.0,0.27272728,3,0.22314355131420976,8.423458,0
62c7e1d3-d006-4c6b-831c-5be55199e943,3.70319,2.1664875,0.40638092,2.1664875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1040332,0.6618799,0.0,0.6618799,3.2718716,1.8030534,0.4413977,1.8030534,0.36363637,4,0.18232155679395462,8.079095,1
62c7e1d3-d006-4c6b-831c-5be55199e943,3.6299205,2.3156362,0.0,2.3156362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1097556,0.6676024,0.0,0.6676024,3.2688007,2.0582366,0.0,2.0582366,0.36363637,5,0.1541506798272583,8.008477,0
62c7e1d3-d006-4c6b-831c-5be55199e943,3.65639,0.9535168,0.65865713,1.2172052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6167324,0.97414386,0.66049296,1.2422442,0.6363636,6,0.13353139262452263,7.2731223,0
62c7e1d3-d006-4c6b-831c-5be55199e943,3.0138822,1.3975008,0.0,1.3975008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1040332,0.6618799,0.0,0.6618799,2.8406932,0.97414386,0.0,0.97414386,0.45454547,7,0.11778303565638346,6.9586086,2
62c7e1d3-d006-4c6b-831c-5be55199e943,3.119908,0.19962211,0.25074187,0.19962211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8155999,0.0,0.0,0.0,2.856221,0.24647692,0.27873296,0.24647692,0.45454547,8,0.1053605156578263,6.791729,2
62c7e1d3-d006-4c6b-831c-5be55199e943,3.3707886,0.0,0.38544992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13277346,0.0,0.0,0.0,3.19913,0.0,0.37306526,0.0,0.54545456,9,0.09531017980432487,6.702692,0
46fc2fbb-19f7-49da-86ef-eda7eae80add,7.276878,5.268438,3.3722804,5.48072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6809354,1.9750232,1.2055962,1.9750232,5.6568327,3.165043,1.929065,3.4579587,0.8,0,0.6931471805599453,15.614646,0
46fc2fbb-19f7-49da-86ef-eda7eae80add,4.4455166,2.031683,0.0,2.1020942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69890475,0.3699149,0.0,0.3699149,4.286447,1.6673999,0.0,1.6673999,0.6,1,0.4054651081081644,9.430868,0
46fc2fbb-19f7-49da-86ef-eda7eae80add,4.108423,2.597949,2.0237422,2.597949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2476964,2.7625992,2.1107388,2.7625992,0.3,2,0.2876820724517809,8.356119,1
46fc2fbb-19f7-49da-86ef-eda7eae80add,3.7224085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48635274,0.0,0.0,0.0,3.5756652,0.0,0.0,0.0,0.4,3,0.22314355131420976,7.7844267,0
46fc2fbb-19f7-49da-86ef-eda7eae80add,3.2365592,1.3582163,0.0,1.7703379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66594267,0.20306337,0.0,0.20306337,3.1302385,1.225071,0.0,1.600628,0.3,4,0.18232155679395462,7.0327406,0
46fc2fbb-19f7-49da-86ef-eda7eae80add,3.4642155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10031481,0.0,0.0,0.0,3.3915863,0.0,0.0,0.0,0.5,5,0.1541506798272583,6.9561167,0
46fc2fbb-19f7-49da-86ef-eda7eae80add,3.1297786,1.0149612,0.0,1.3337464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.655367,0.0,0.0,0.13277519,3.0267646,1.0616773,0.0,1.2735916,0.3,6,0.13353139262452263,6.81191,0
46fc2fbb-19f7-49da-86ef-eda7eae80add,3.318722,1.4567907,1.0535109,1.586033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4035163,1.5070486,1.0786809,1.6577135,0.5,7,0.11778303565638346,6.7222385,3
46fc2fbb-19f7-49da-86ef-eda7eae80add,2.7722733,0.5625435,0.0,1.0421244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70618445,0.0,0.0,0.13520175,2.5394845,0.0,0.0,0.5155379,0.4,8,0.1053605156578263,6.0179424,0
46fc2fbb-19f7-49da-86ef-eda7eae80add,3.014261,1.3554511,0.9779286,1.3554511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0013287,1.3656119,0.9842037,1.3656119,0.5,9,0.09531017980432487,6.0155897,0
5b38acb4-31c0-4cd0-adc3-ef7d3d9ce9e8,8.631701,8.3295555,3.9074445,8.3295555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9296942,2.6231287,0.9230086,2.6231287,8.101569,7.3734636,3.630759,7.3734636,0.5,0,0.6931471805599453,19.662964,0
5b38acb4-31c0-4cd0-adc3-ef7d3d9ce9e8,4.317071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1754671,0.0,0.0,0.0,4.2791166,0.0,0.0,0.0,0.5,1,0.4054651081081644,8.771655,0
5b38acb4-31c0-4cd0-adc3-ef7d3d9ce9e8,4.364308,0.0,0.5744621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3054094,0.0,0.52377117,0.0,0.33333334,2,0.2876820724517809,8.669718,0
5b38acb4-31c0-4cd0-adc3-ef7d3d9ce9e8,3.5619454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1163119,0.0,0.0,0.0,3.446356,0.0,0.0,0.0,0.16666667,3,0.22314355131420976,8.124614,0
5b38acb4-31c0-4cd0-adc3-ef7d3d9ce9e8,4.0245967,0.7496564,0.0,0.7496564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9853766,0.73152745,0.0,0.73152745,0.5,4,0.18232155679395462,8.009974,0
